Source String,Target String,Predicted String
paalapuntha,పాలపుంత,పాలపుంత
thaatipoodi,తాటిపూడి,తాటిపోడి
sikshanato,శిక్షణతో,శిక్షణతో
sienyaanni,సైన్యాన్ని,సీయ్యాన్ని
chestondanee,చేస్తోందనీ,చేస్తోందనే
digvijay,దిగ్విజయ్,దిగ్విజయ
jagdalpur,జగదల్పూర్,జాగ్ాల్పూర్
chihnanni,చిహ్నాన్ని,చిహ్నాన్ని
vahinchimdi,వహించింది,వహించింది
universiteelo,యూనివర్శిటీలో,అననవర్సిిీలో
itharamulu,ఇతరములు,ఇతరములు
vaasudevaraavu,వాసుదేవరావు,వాసుదేవరావు
grapevine,గ్రేప్వైన్,గ్రాపేవిన్
mala,మాలా,మలల
damarukam,ఢమరుకం,దామరుకం
varthapathrikala,వార్తాపత్రికల,వర్తపత్రికల
taanugaa,తానుగా,తానుగా
vidyaardhigaa,విద్యార్ధిగా,విద్యార్ధిగా
chainiiyula,చైనీయుల,చైనీయుల
ennadu,ఎన్నడూ,ఎన్నాడు
vimaanaallo,విమానాల్లో,విమానాల్లో
pasitiv,పాజిటివ్,పససిివ్
undavani,ఉండవని,ఉండవని
kariveepaaku,కరివేపాకు,కరివీపాకు
surgeri,సర్జరీ,సరరగేరరి
renuka,రేణుక,రెనుక
chattabaddham,చట్టబద్ధం,చట్టబద్ధం
laadiga,లాదిగ,లాడిగా
mahesana,మెహసాణా,మహేశన
chandra,చంద్ర,చంద్ర
erpadaka,ఏర్పడక,ఏర్పడక
taralivelledi,తరలివెళ్లేది,తరలివెళ్లేది
avathaaraalu,అవతారాలు,అవతారాలు
perlanu,పేర్లను,పెర్లను
innovation,ఇన్నోవేషన్,ఇన్నోవేషన్
medali,మెడలి,మెదలిి
aamodinchaaru,ఆమోదించారు,ఆమోదించారు
bediripoyaarani,బెదిరిపోయారని,బెదిరిపోయారని
paarudala,పారుదల,పారుడల
aayurvedam,ఆయుర్వేదం,ఆయుర్వేదం
ahmadnagar,అహ్మద్నగర్,అహ్మా్నగార
dhashaabdhaalu,దశాబ్దాలు,ధషాబ్ధాలు
mm,ఎంఎం,మమమ్
paatavi,పాతవి,పాతవి
lawson,లాసన్,లావ్సన్
graamaala,గ్రామాల,గ్రామాల
konasaaginavaaru,కొనసాగినవారు,కొనసాగినవారు
pradesh,ప్రదేశ్,ప్రదేశ్
amaravati,అమరావతి,అమరవవతి
villarreal,విల్లారెయల్,విల్లార్ేల్
perukupoyina,పేరుకుపోయిన,పెరుకుపోయిన
sandarbhamuga,సందర్భముగా,సందర్భముగా
kar,కర్,కర్
weymouth,వేమౌత్,వెమ్త్
parisramalalo,పరిశ్రమలలో,పరిశ్రమలలో
andhinchukuntunna,అందించుకుంటున్న,అంధించుకుంటున్న
mahaakootamilo,మహాకూటమిలో,మహాకూతమిలో
raakanu,రాకను,రాకను
maanusha,మానుష,మానుష
nolpaaj,నోల్పాజ్,నోల్పాజ్
malda,మల్డ,మాల్దా
reserve,రిజర్వ్,రిసె్వవ్
meedhoo,మేధో,మీధో
aracheethini,అరచేతిని,అరచీతిని
mohandas,మోహన్దాస్,మోహందాస్
siddiqui,సిద్దిఖీ,సిడ్డిక్
annadanam,అన్నదానం,అన్నదనం
prasad,ప్రసాద్,ప్రసాద్
intho,ఇంతో,ఇంతో
padhe,పదే,పాేే
choodakoodadanukuntunnadi,చూడకూడదనుకుంటున్నది,చూడకూడదనుకుంటున్నది
cler,క్లియర్,క్లర్
rattayya,రత్తయ్య,రత్తయ్య
aazaadh,ఆజాద్,ఆజాధ్
vaasudheva,వాసుదేవ,వాసుధేవ
pradeep,ప్రదీప్,ప్రదీప్
baedii,బేడీ,బేదీ
taataaraavu,తాతారావు,తాతారావు
comic,కామిక్,కోమిక్
minsipal,మున్సిపల్,మిన్సిపల్
paalpadinattu,పాల్పడినట్టు,పాల్పడినట్టు
kamaljaa,కమల్జా,కమల్జా
sakramaina,సక్రమమైన,సక్రమైన
istundani,ఇస్తుందని,ఇస్తుందని
balapadutuu,బలపడుతూ,బలపడుతూ
taakidi,తాకిడి,తాకిది
stafford,స్టాఫోర్డ్,స్టాఫోర్డ్్
sahakaristundannaadu,సహకరిస్తుందన్నాడు,సహకరిస్తుందన్నాడు
ennadoo,ఎన్నడూ,ఎన్నడూ
mutyalu,ముత్యాలు,ముత్యలు
biocon,బయోకాన్,బయోకన్
dharalu,ధరలు,ధరలు
aventura,అవెంటురా,అవెంటూరా
samaddar,సమద్దర్,సమద్దర్్
vargiikaranaku,వర్గీకరణకు,వర్గీకరణకు
gadge,గాడ్జ్,గాడ్గ్
narasingaraavu,నరసింగరావు,నరసింగరావు
saarinchindi,సారించింది,సారించింది
edigaaru,ఎదిగారు,ఎడిగారు
deniki,దేనికి,దేనికి
teesukovaalannaaru,తీసుకోవాలన్నారు,తీసుకోవాలన్నారు
prathibimbaanni,ప్రతిబింబాన్ని,ప్రతిబింబాన్ని
oopikaagaa,ఓపికగా,ఊపికాగా
swaatamtyram,స్వాతంత్య్రం,స్వాతంత్య్రం
lucqy,లక్కీ,లక్సీ
bhadratala,భద్రతల,భద్రతల
iddarilonu,ఇద్దరిలోనూ,ఇద్దరిలోనూ
roopamai,రూపమై,రూపమై
padaleedhu,పడలేదు,పదలీధు
balapadetlu,బలపడేట్లు,బలపపడేట్లు
velugondutoone,వెలుగొందుతూనే,వెలుగొండుతోనే
telusukonnaaru,తెలుసుకొన్నారు,తెలుసుకొన్నారు
sarvothama,సర్వోత్తమ,సర్వోతమా
potunnadi,పోతున్నది,పోతున్నది
naaraayanade,నారాయణదే,నారాయనడే
aavidhangaa,ఆవిధంగా,ఆవిధంగా
nirvahakudu,నిర్వాహకుడు,నిర్వహకుడు
lara,లారా,లారా
bereeju,బేరీజు,బెరీజు
arhatalu,అర్హతలు,అర్హతలు
peralta,పెరాల్టా,పెరల్ట
sainyaalanu,సైన్యాలను,సైన్యాలను
thooluku,తోలుకు,తూలుకు
kartanlu,కర్టన్లు,కర్తనన్లు
bodh,బోధ్,బోధ్
naate,నాటే,నాటే
manikanta,మణికంఠ,మనికంతత
perugudalatoe,పెరుగుదలతో,పెరుగుడలతో
dwevedi,ద్వివేది,ద్వేవేది
calendar,కాలెండర్,కాలేందర్
meetarla,మీటర్ల,మీటర్ల
aamoodinchee,ఆమోదించే,ఆమోడించే
apple,ఆపిల్,అప్పెల
vadaina,వాడైన,వదైన
rama,రామ,రామా
turbine,టర్బైన్,టర్బిన్
chuusaemduku,చూసేందుకు,చూసేందుకు
adiginavaallaku,అడిగినవాళ్ళకు,అడిగినవాళ్లకు
vaedamunu,వేదమును,వేదమును
subbaaraavuni,సుబ్బారావుని,సుబ్బారావుని
chesaru,చేసారు,చేశారు
renduna,రెండున,రెండున
okapakka,ఒకపక్క,ఒకపక్క
samadhulanu,సమాధులను,సమధులను
bharateeyulapai,భారతీయులపై,భరతతీయులపై
chhindwara,చ్చింద్వార,చింద్వారా
vyatyaasaalanu,వ్యత్యాసాలను,వ్యత్యాసాలను
mamdae,మందే,మందే
asthma,ఆస్తమా,అస్త్మ
swaatantryam,స్వాతంత్య్రం,స్వాతంత్ర్యం
